message_id,response_id,rating,,
dtmup0t,dtmux7q,0,,
dtmup0t,dtmw1df,2,,
dtmup0t,dtmwicp  ,-1,,
dtmup0t,dtmwig1 ,0,,
dtmup0t,dtmwm39 ,1,,
dtmup0t,dtmwo35 ,1,,
dtmup0t,dtmwq3b ,0,,
dtmup0t,dtmwslh ,-1,,
dtmup0t,dtmwwl8 ,0,,
dtmup0t,dtmx07e ,1,,
dtmup0t,dtmx2j4 ,0,,
dtmup0t,dtmxb0i ,1,,
dtmup0t,dtmxbqo,1,,
dtmup0t,dtmxbsq,0,,
dtmup0t,dtmxfe9 ,1,,
dtmup0t,dtmxgze ,1,,
dtmup0t,dtmxhd9,0,,
dtmup0t,dtmxonr ,-2,,
dtmup0t,dtmxsjs ,-1,,
dtmup0t,dtmxsld ,1,,
dtmup0t,dtmxwm9 ,1,,
dtmup0t,dtmy4k6 ,1,,
dtmup0t,dtmyoik ,1,,
dtmup0t,dtmz77c ,0,,
dtmup0t,dtmz7i6 ,0,,
dtmup0t,dtmzbp2 ,0,,
dtmup0t,dtn049b ,1,,
dtmup0t,dtn0hrx ,0,,
dtmup0t,dtn0xmi ,0,,
dtmup0t,dtn13ih ,0,,
dtmup0t,dtn1bsb ,1,,
dtmup0t,dtn1f9u ,1,,
dtmup0t,dtn2t1y ,0,,
dtmup0t,dtn34ny,0,,
dtmup0t,dtn3u95 ,0,,
dtmup0t,dtn3zm8 ,1,,
dtmup0t,dtn4wox ,1,,
dtmup0t,dtn50vx ,0,,
dtmup0t,dtn5kw5 ,0,,
dtmup0t,dtn5p9b ,0,,
dtmup0t,dtn5y6o ,0,,
dtmup0t,dtn6n3t ,1,,
dtmup0t,dtn6p4c ,0,,
dtmup0t,dtn6to9 ,1,,
dtmup0t,dtn6zd9 ,1,,
dtmup0t,dtn715e,1,,
dtmup0t,dtn72rh ,1,,
dtmup0t,dtn76ma ,1,,
dtmup0t,dtn792y ,1,,
dtmup0t,dtn88ya ,0,,
dtke8yk,dtkemao ,1,,
dtke8yk,dtki3xg ,2,,
dtke8yk,dtkichv ,0,,
dtke8yk,dtkkisx ,-1,,
dtke8yk,dtkkkib ,0,,
dtke8yk,dtklcvb ,1,,
dtke8yk,dtkljv1 ,1,,
dtke8yk,dtklkv2 ,1,,
dtke8yk,dtkm6kj ,0,,
dtke8yk,dtkmb7p ,0,,
dtke8yk,dtkmgdx ,2,,
dtke8yk,dtkmqxh ,2,,
dtke8yk,dtkn163 ,1,,
dtke8yk,dtkn18o ,1,,
dtke8yk,dtknpt5 ,1,,
dtke8yk,dtknq38 ,1,,
dtke8yk,dtknvmo ,1,,
dtke8yk,dtko0ew ,2,,
dtke8yk,dtko7e8 ,0,,
dtke8yk,dtkols1 ,0,,
dtke8yk,dtl8vrv ,1,,
dtke8yk,dub8yzz,0,,
dtke8yk,dtkmf9y,1,,
dtke8yk,dtkminj,1,,
dtke8yk,dtkmuib,1,,
dtke8yk,dtkn72o,1,,
dtke8yk,dtkngw7,0,,
dtke8yk,dtknxcn,1,,
dtke8yk,dtkodx6,1,,
dtke8yk,dtki3xg,1,,
dtke8yk,dtkncf1,0,,
dtke8yk,dtkm1h4,0,,
dtke8yk,dtkoewu,0,,
dtke8yk,dtkopql,0,,
dtke8yk,dtklmlt,1,,
dtke8yk,dtko01p,0,,
dtke8yk,dtkn64f,1,,
dtke8yk,dtkn94j,1,,
dtke8yk,dtknm7h,1,,
dtke8yk,dtknj26,1,,
dtke8yk,dtknxnb,1,,
dtke8yk,dtkmuw2,1,,
dtke8yk,dtkn8mv,0,,
dtke8yk,dtlagqo,-2,,
dtke8yk,dtkmuw2,1,,
dtke8yk,dtkn8mv,1,,
dtke8yk,dtkmzhn,-1,,
dtke8yk,dtkm2yy,1,,
dtke8yk,dtl9946,1,,
dtkkch8,dtkobso   ,1,,
dtkkch8,dtkoq4a   ,1,,
dtkkch8,dtkovmf   ,1,,
dtkkch8,dtkoziv   ,0,,
dtkkch8,dtkp7c5   ,2,,
dtkkch8,dtkp8xl ,-1,,
dtkkch8,dtkpcqe,0,,
dtkkch8,dtkptzm,1,,
dtkkch8,dtkqagv,-2,,
dtkkch8,dtkqffo,0,,
dtkkch8,dtkrjjk,1,,
dtkkch8,dtks4v8,0,,
dtkkch8,dtks51n,1,,
dtkkch8,dtksox7,0,,
dtkkch8,dtktees,1,,
dtkkch8,dtkts69,2,,
dtkkch8,dtkvoq8,1,,
dtkkch8,dtkx186,2,,
dtkkch8,dtkx884,1,,
dtkkch8,dtkzjg6,0,,
dtkkch8,dtkzjq3,1,,
dtkkch8,dtkzned,0,,
dtkkch8,dtkzvoh,1,,
dtkkch8,dtl16d2,-1,,
dtkkch8,dtl18jw,1,,
dtkkch8,dtl1b1z,1,,
dtkkch8,dtl1d24,1,,
dtkkch8,dtl1p8q,1,,
dtkkch8,dtl20qq,2,,
dtkkch8,dtl24sl,1,,
dtkkch8,dtl27sg,1,,
dtkkch8,dtl2tp2,0,,
dtkkch8,dtl2uaf,1,,
dtkkch8,dtl2ur2,-1,,
dtkkch8,dtl35tz,0,,
dtkkch8,dtl399p,1,,
dtkkch8,dtl3fuz,1,,
dtkkch8,dtl3kc3,1,,
dtkkch8,dtl48y6,1,,
dtkkch8,dtl4jt2,0,,
dtkkch8,dtl5b82,1,,
dtkkch8,dtl5yzu,2,,
dtkkch8,dtl6n98,1,,
dtkkch8,dtl89nr,0,,
dtkkch8,dtl5z5b,1,,
dtkkch8,dtl7ldz,0,,
dtkkch8,dtlc3y7,2,,
dtkkch8,dtldu7h,1,,
dtkkch8,dtlec6e,1,,
dtkkch8,dtlj7ao,0,,
dtkjb37,dtkk3ya ,0,,
dtkjb37,dtkk5wl ,1,,
dtkjb37,dtklpfg ,1,,
dtkjb37,dtkm7n7 ,1,,
dtkjb37,dtknb0x ,1,,
dtkjb37,dtkpcs4,1,,
dtkjb37,dtkpp6r,1,,
dtkjb37,dtl1yj5,1,,
dtkjb37,dtl4f4j,1,,
dtkjb37,dtl50lt,0,,
dtkjb37,dtla8sy,1,,
dtkjb37,dtld80j,0,,
dtkjb37,dtlix7b,0,,
dtkjb37,dtlo1o8,0,,
dtkjb37,dtlob0b,-1,,
dtkjb37,dtlpqyo,-1,,
dtkjb37,dtlpu2y,1,,
dtkjb37,dtlqz3u,1,,
dtkjb37,dtm064e,1,,
dtkjb37,dtm1do8,1,,
dtkjb37,dtm2i42,0,,
dtkjb37,dtm5qos,1,,
dtkjb37,dtlckpu,0,,
dtkjb37,    dtm6qyi,-1,,
dtkjb37,    dtpnlfx,1,,
dtkjb37,    dtq8p1l,1,,
dtkjb37,    dtpoc87,1,,
dtkjb37,    dtpr2wb,1,,
dtkjb37,dtqkd3x,-1,,
dtkjb37,    dtpzqfi,0,,
dtkjb37,    dtq0cbt,1,,
dtkjb37,    dtq14nv,1,,
dtkjb37,    dtq2zl6,1,,
dtkjb37,    dtq7sg6,1,,
dtkjb37,    dts2kke,0,,
dtkjb37,    dtuqks1,1,,
dtkjb37,    dtvgjvf,1,,
dtkjb37,    du1gzw9,1,,
dtkjb37,    du5rueg,1,,
dtkjb37,    du7yj86,2,,
dtkjb37,    du86fd9,2,,
dtkjb37,    du93i5m,0,,
dtkjb37,    du98u5d,0,,
dtkjb37,    dudf55z,0,,
dtkjb37,    dud5j6d,0,,
dtkjb37,    duhmfb7,-1,,
dtkjb37,    duhn059,-2,,
dtkjb37,    dumcv0q,0,,
dtkjb37,    duo5ony,0,,
dtkjb37,    dur2usy,1,,
dtltiq4,dtltvjy,1,,
dtltiq4,dtlwqug,0,,
dtltiq4,dtlwrhj,0,,
dtltiq4,dtlwwa2,1,,
dtltiq4,dtlx595,1,,
dtltiq4,dtlx8ny,1,,
dtltiq4,dtly35s,2,,
dtltiq4,dtlyluv,2,,
dtltiq4,dtlyyqt,1,,
dtltiq4,dtlz5i4,0,,
dtltiq4,dtlzbka,-1,,
dtltiq4,dtlzj6b,-2,,
dtltiq4,dtm0pjy,-1,,
dtltiq4,dtm11s4,1,,
dtltiq4,dtm1cxb,2,,
dtltiq4,dtm2ije,1,,
dtltiq4,dtm377d,1,,
dtltiq4,dtm3nmi,0,,
dtltiq4,dtm4i09,1,,
dtltiq4,dtm4pqy,1,,
dtltiq4,dtm6i1k,1,,
dtltiq4,dtm78r2,1,,
dtltiq4,dtm89m1,1,,
dtltiq4,dtm8qal,0,,
dtltiq4,dtmb9js,1,,
dtltiq4,dtmeitz,1,,
dtltiq4,dtmkaan,2,,
dtltiq4,du9jpgo,-1,,
dtltiq4,due0qx3,-2,,
dtltiq4,duvh8x8,-1,,
dtltiq4,duve2zu,-1,,
dtltiq4,dtvuzuw,-2,,
dtltiq4,dtkpprz,0,,
dtltiq4,dtkpugi,0,,
dtltiq4,dtli5km,0,,
dtltiq4,dtm0nx3,0,,
dtltiq4,dtlw5xy,0,,
dtltiq4,dtlohqx,0,,
dtltiq4,dtlmskl,-1,,
dtltiq4,dtlmskl,1,,
dtltiq4,dtlmskl,1,,
dtltiq4,dtlmskl,-1,,
dtltiq4,dtlmskl,-1,,
dtltiq4,dtlmskl,0,,
dtltiq4,dtlxjcf,0,,
dtltiq4,dtly3k9,-1,,
dtltiq4,dtly3k9,-2,,
dtltiq4,dtly3k9,-1,,
dtltiq4,dtm1wfy,-1,,
dtltiq4,dtm1wfy,0,,
dtny235,dtnyezv,1,,
dtny235,dtnzznr,0,,
dtny235,dto0uxs,2,,
dtny235,dto1uib,2,,
dtny235,dto31dc,2,,
dtny235,dto35bv,2,,
dtny235,dto3p7w,2,,
dtny235,dto4216,2,,
dtny235,dto4ggi,2,,
dtny235,dto4j6f,2,,
dtny235,dto53xy,2,,
dtny235,dto5fow,1,,
dtny235,dto6d50,2,,
dtny235,dto73us,1,,
dtny235,dto74g6,2,,
dtny235,dto7lim,2,,
dtny235,dto7qnx,2,,
dtny235,dto7vbk,0,,
dtny235,dto8vsu,2,,
dtny235,dto8vsw,2,,
dtny235,dto92ym,1,,
dtny235,dto9fb5,-1,,
dtny235,dto9ia0,2,,
dtny235,dto9o78,0,,
dtny235,dto9qtk,1,,
dtny235,dto9ww6,2,,
dtny235,dto9zdh,2,,
dtny235,dtoa9qe,2,,
dtny235,dtoag03,2,,
dtny235,dtoajsw,-1,,
dtny235,dtoamuy,-2,,
dtny235,dtoavd0,2,,
dtny235,dtoazld,2,,
dtny235,dtob322,2,,
dtny235,dtobaa4,1,,
dtny235,dtobb22,2,,
dtny235,dtobd1k,2,,
dtny235,dtobmty,2,,
dtny235,dtochym,1,,
dtny235,dtocoe3,1,,
dtny235,dtoczh8,2,,
dtny235,dtod09g,1,,
dtny235,dtodjkg,0,,
dtny235,dtodk3d,2,,
dtny235,dtoe1q0,2,,
dtny235,dtofemx,1,,
dtny235,dtofhw9,2,,
dtny235,dtogevl,2,,
dtny235,dtojk0t,2,,
dtny235,dtomuzv,2,,
dtmvxi1,dtmw5mi,1,,
dtmvxi1,dtmyil3,2,,
dtmvxi1,dtn6x2p,1,,
dtmvxi1,dtnan41,1,,
dtmvxi1,dtnb0h8,0,,
dtmvxi1,dtnbk7v,0,,
dtmvxi1,dtnbtym,0,,
dtmvxi1,dtndlnw,1,,
dtmvxi1,dtned4c,1,,
dtmvxi1,dtnga6g,1,,
dtmvxi1,dtngl9u,1,,
dtmvxi1,dtngxl5,1,,
dtmvxi1,dtnh0uk,0,,
dtmvxi1,dtnh3fg,1,,
dtmvxi1,dtnh851,1,,
dtmvxi1,dtnhdd1,0,,
dtmvxi1,dtnhe8y,0,,
dtmvxi1,dtnhp6s,2,,
dtmvxi1,dtniebw,1,,
dtmvxi1,dtnjmpq,2,,
dtmvxi1,dtnkdmn,0,,
dtmvxi1,dtnkz5d,1,,
dtmvxi1,dtnlbsb,1,,
dtmvxi1,dtnolim,1,,
dtmvxi1,dtnrki9,1,,
dtmvxi1,dto5of5,0,,
dtmvxi1,dtobv8x,-1,,
dtmvxi1,dtn0lrd,-1,,
dtmvxi1,dtmuqfh,-1,,
dtmvxi1,dtn78h8,0,,
dtmvxi1,dtndfts,-1,,
dtmvxi1,dtnigp5,0,,
dtmvxi1,dtnjagb,0,,
dtmvxi1,dtngc6l,0,,
dtmvxi1,dtnhoas,0,,
dtmvxi1,dtnyqn8,0,,
dtmvxi1,dtnjysl,0,,
dtmvxi1,dtncw12,1,,
dtmvxi1,dtndi4f,1,,
dtmvxi1,dtndxk6,1,,
dtmvxi1,dtng7jv,1,,
dtmvxi1,dtngk8p,1,,
dtmvxi1,dtnhjlg,1,,
dtmvxi1,dtnhkhh,0,,
dtmvxi1,dtnhsku,0,,
dtmvxi1,dtnkram,1,,
dtmvxi1,dto2fk0,0,,
dtmvxi1,dtnyy58,1,,
dtmvxi1,dtns2gh,0,,
dtmvxi1,dtnlpas,0,,
dtncx72,dtndwr8 ,1,,
dtncx72,dtnh46d ,-1,,
dtncx72,dtnjj1q ,-2,,
dtncx72,dtnkccv ,-1,,
dtncx72,dtnln0d ,1,,
dtncx72,dtno97k ,0,,
dtncx72,dtnohcr ,1,,
dtncx72,dtnp7xj ,1,,
dtncx72,dtnpypp ,1,,
dtncx72,dtnq0ei ,1,,
dtncx72,dtnqtks ,0,,
dtncx72,dtnr8nb ,1,,
dtncx72,dtnr8z9 ,1,,
dtncx72,dtnrg33 ,-1,,
dtncx72,dtnsq21 ,-1,,
dtncx72,dtnsvi1 ,1,,
dtncx72,dtntqqa ,0,,
dtncx72,dtnv7g6 ,0,,
dtncx72,dtnw8rw ,1,,
dtncx72,dtnwgky ,-2,,
dtncx72,dtnx7n3 ,-2,,
dtncx72,dtnyb5y ,-1,,
dtncx72,dto0u24 ,0,,
dtncx72,dto26a7 ,2,,
dtncx72,dto3hhp ,0,,
dtncx72,dtpnenx ,-1,,
dtncx72,dtnfq8z,0,,
dtncx72,dtngx1n,1,,
dtncx72,dtnjnpi,0,,
dtncx72,dtnh19z,1,,
dtncx72,dtnriaq,1,,
dtncx72,dtsfimf,1,,
dtncx72,dtsg2c7,1,,
dtncx72,dtsfjf8,1,,
dtncx72,dtvspsd,0,,
dtncx72,dtya7km,1,,
dtncx72,dtvspsd,0,,
dtncx72,dtsitnn,-1,,
dtncx72,dtsisnf,-1,,
dtncx72,dtsio8j,-1,,
dtncx72,dtsiazm,-1,,
dtncx72,dtsh7v9,1,,
dtncx72,dtsh6br,0,,
dtncx72,dtseqp9,0,,
dtncx72,dtsgdsw,0,,
dtncx72,dtsiqvg,0,,
dtncx72,dtsit55,0,,
dtncx72,dtsfk29,-1,,
dtncx72,dtsglsx,0,,
dtncx72,dtsgirx,-2,,
dtldxvm,dtlhwhz,1,,
dtldxvm,dtlke9l,-1,,
dtldxvm,dtlp95s,1,,
dtldxvm,dtlq4kb,0,,
dtldxvm,dtlr2tb,0,,
dtldxvm,dtlw8n4,1,,
dtldxvm,dtlzh52,0,,
dtldxvm,dtm0wbi,2,,
dtldxvm,dtm1jc4,1,,
dtldxvm,dtm1mgb,1,,
dtldxvm,dtm2h8h,1,,
dtldxvm,dtm312v,1,,
dtldxvm,dtm3yjk,1,,
dtldxvm,dtm3z1k,0,,
dtldxvm,dtm6v1h,0,,
dtldxvm,dtm6w1y,1,,
dtldxvm,dtm6w97,1,,
dtldxvm,dtm79gn,0,,
dtldxvm,dtm7b9b,1,,
dtldxvm,dtm82k8,1,,
dtldxvm,dtm9olx,2,,
dtldxvm,dtmbwpk,0,,
dtldxvm,dtmc3rd,0,,
dtldxvm,dtmd2uh,-1,,
dtldxvm,dtmdocl,1,,
dtldxvm,dtmdvgs,1,,
dtldxvm,dtmf0ju,1,,
dtldxvm,dtmf3o1,0,,
dtldxvm,dtmf5mg,1,,
dtldxvm,dtmg5eh,1,,
dtldxvm,dtmgg94,1,,
dtldxvm,dtmgrc0,1,,
dtldxvm,dtmix54,1,,
dtldxvm,dtml7pp,-1,,
dtldxvm,dtml9u1,1,,
dtldxvm,dtmlxt9,1,,
dtldxvm,dtmmd1w,1,,
dtldxvm,dtmn37f,1,,
dtldxvm,dtmn84a,2,,
dtldxvm,dtmyno9,1,,
dtldxvm,dtqzzvu,0,,
dtldxvm,dtlojvc,-1,,
dtldxvm,dtlqwrl,0,,
dtldxvm,dtmouc2,1,,
dtldxvm,dtnevyv,0,,
dtldxvm,dtm2a77,0,,
dtldxvm,dtltne9,-1,,
dtldxvm,dtmouc2,1,,
dtldxvm,dtm09qu,0,,
dtldxvm,dtmozfq,0,,
dtnkve4,dtnvv80,1,,
dtnkve4,dtnw3i9,1,,
dtnkve4,dtnyg9c,0,,
dtnkve4,dtnzquc,1,,
dtnkve4,dto0jqw,1,,
dtnkve4,dto0kdi,1,,
dtnkve4,dto0umy,2,,
dtnkve4,dto16m1,1,,
dtnkve4,dto1kd2,1,,
dtnkve4,dto1lbj,0,,
dtnkve4,dto1m4i,1,,
dtnkve4,dto1r2u,1,,
dtnkve4,dto21ch,0,,
dtnkve4,dto28p6,1,,
dtnkve4,dto2fv5,1,,
dtnkve4,dto2j2v,1,,
dtnkve4,dto2mn6,0,,
dtnkve4,dto348w,1,,
dtnkve4,dto3bc2,0,,
dtnkve4,dto3y1z,-1,,
dtnkve4,dto45hd,1,,
dtnkve4,dto5900,1,,
dtnkve4,dto7p0w,0,,
dtnkve4,dtojak0,1,,
dtnkve4,dtowfes,1,,
dtnkve4,dtnxbzi,-2,,
dtnkve4,dtnxr90,-1,,
dtnkve4,dtnz24m,-1,,
dtnkve4,dtnz4h3,0,,
dtnkve4,dto1bs9,0,,
dtnkve4,dto6u6f,1,,
dtnkve4,dto8zk1,1,,
dtnkve4,dtomljt,1,,
dtnkve4,dtnykrv,0,,
dtnkve4,dto11hp,0,,
dtnkve4,dto3sm1,1,,
dtnkve4,dto00od,0,,
dtnkve4,dto53vw,0,,
dtnkve4,dto5xyz,1,,
dtnkve4,dto2y1j,1,,
dtnkve4,dto4xvp,0,,
dtnkve4,dto4ie0,-1,,
dtnkve4,dtrvfzu,0,,
dtnkve4,dtnv058,0,,
dtnkve4,dtnznqr,0,,
dtnkve4,dtp2kcr,0,,
dtnkve4,dtntkno,0,,
